,Statistic Label,Year,Age Group,Sex,Road User Type,UNIT,VALUE
9746,All Killed and Injured Casualties,2019,65 years and over,Male,Pedal cyclists,Number,38
9747,All Killed and Injured Casualties,2019,65 years and over,Male,Motor cyclists,Number,12
9748,All Killed and Injured Casualties,2019,65 years and over,Male,All Car users,Number,265
9749,All Killed and Injured Casualties,2019,65 years and over,Male,Car drivers,Number,227
9750,All Killed and Injured Casualties,2019,65 years and over,Male,Car passengers,Number,38
9751,All Killed and Injured Casualties,2019,65 years and over,Male,Other road users,Number,28
9753,All Killed and Injured Casualties,2019,65 years and over,Female,Pedestrians,Number,94
9754,All Killed and Injured Casualties,2019,65 years and over,Female,Pedal cyclists,Number,6
9755,All Killed and Injured Casualties,2019,65 years and over,Female,Motor cyclists,Number,2
9756,All Killed and Injured Casualties,2019,65 years and over,Female,All Car users,Number,268
9757,All Killed and Injured Casualties,2019,65 years and over,Female,Car drivers,Number,169
9758,All Killed and Injured Casualties,2019,65 years and over,Female,Car passengers,Number,99
9759,All Killed and Injured Casualties,2019,65 years and over,Female,Other road users,Number,8
9793,All Killed and Injured Casualties,2020,0 - 5 years,Male,Pedestrians,Number,22
9794,All Killed and Injured Casualties,2020,0 - 5 years,Male,Pedal cyclists,Number,1
9795,All Killed and Injured Casualties,2020,0 - 5 years,Male,Motor cyclists,Number,0
9796,All Killed and Injured Casualties,2020,0 - 5 years,Male,All Car users,Number,35
9797,All Killed and Injured Casualties,2020,0 - 5 years,Male,Car drivers,Number,0
9798,All Killed and Injured Casualties,2020,0 - 5 years,Male,Car passengers,Number,35
9799,All Killed and Injured Casualties,2020,0 - 5 years,Male,Other road users,Number,0
9801,All Killed and Injured Casualties,2020,0 - 5 years,Female,Pedestrians,Number,9
9802,All Killed and Injured Casualties,2020,0 - 5 years,Female,Pedal cyclists,Number,1
9803,All Killed and Injured Casualties,2020,0 - 5 years,Female,Motor cyclists,Number,1
9804,All Killed and Injured Casualties,2020,0 - 5 years,Female,All Car users,Number,24
9805,All Killed and Injured Casualties,2020,0 - 5 years,Female,Car drivers,Number,0
9806,All Killed and Injured Casualties,2020,0 - 5 years,Female,Car passengers,Number,24
9807,All Killed and Injured Casualties,2020,0 - 5 years,Female,Other road users,Number,0
9809,All Killed and Injured Casualties,2020,6 - 9 years,Male,Pedestrians,Number,20
9810,All Killed and Injured Casualties,2020,6 - 9 years,Male,Pedal cyclists,Number,9
9811,All Killed and Injured Casualties,2020,6 - 9 years,Male,Motor cyclists,Number,0
9812,All Killed and Injured Casualties,2020,6 - 9 years,Male,All Car users,Number,22
9813,All Killed and Injured Casualties,2020,6 - 9 years,Male,Car drivers,Number,0
9814,All Killed and Injured Casualties,2020,6 - 9 years,Male,Car passengers,Number,22
9815,All Killed and Injured Casualties,2020,6 - 9 years,Male,Other road users,Number,3
9817,All Killed and Injured Casualties,2020,6 - 9 years,Female,Pedestrians,Number,19
9818,All Killed and Injured Casualties,2020,6 - 9 years,Female,Pedal cyclists,Number,5
9819,All Killed and Injured Casualties,2020,6 - 9 years,Female,Motor cyclists,Number,0
9820,All Killed and Injured Casualties,2020,6 - 9 years,Female,All Car users,Number,18
9821,All Killed and Injured Casualties,2020,6 - 9 years,Female,Car drivers,Number,0
9822,All Killed and Injured Casualties,2020,6 - 9 years,Female,Car passengers,Number,18
9823,All Killed and Injured Casualties,2020,6 - 9 years,Female,Other road users,Number,2
9825,All Killed and Injured Casualties,2020,10 - 14 years,Male,Pedestrians,Number,49
9826,All Killed and Injured Casualties,2020,10 - 14 years,Male,Pedal cyclists,Number,69
9827,All Killed and Injured Casualties,2020,10 - 14 years,Male,Motor cyclists,Number,2
9828,All Killed and Injured Casualties,2020,10 - 14 years,Male,All Car users,Number,33
9829,All Killed and Injured Casualties,2020,10 - 14 years,Male,Car drivers,Number,0
9830,All Killed and Injured Casualties,2020,10 - 14 years,Male,Car passengers,Number,33
9831,All Killed and Injured Casualties,2020,10 - 14 years,Male,Other road users,Number,4
9833,All Killed and Injured Casualties,2020,10 - 14 years,Female,Pedestrians,Number,33
9834,All Killed and Injured Casualties,2020,10 - 14 years,Female,Pedal cyclists,Number,10
9835,All Killed and Injured Casualties,2020,10 - 14 years,Female,Motor cyclists,Number,2
9836,All Killed and Injured Casualties,2020,10 - 14 years,Female,All Car users,Number,40
9837,All Killed and Injured Casualties,2020,10 - 14 years,Female,Car drivers,Number,0
9838,All Killed and Injured Casualties,2020,10 - 14 years,Female,Car passengers,Number,40
9839,All Killed and Injured Casualties,2020,10 - 14 years,Female,Other road users,Number,4
9841,All Killed and Injured Casualties,2020,15 - 17 years,Male,Pedestrians,Number,22
9842,All Killed and Injured Casualties,2020,15 - 17 years,Male,Pedal cyclists,Number,40
9843,All Killed and Injured Casualties,2020,15 - 17 years,Male,Motor cyclists,Number,9
9844,All Killed and Injured Casualties,2020,15 - 17 years,Male,All Car users,Number,68
9845,All Killed and Injured Casualties,2020,15 - 17 years,Male,Car drivers,Number,12
9846,All Killed and Injured Casualties,2020,15 - 17 years,Male,Car passengers,Number,56
9847,All Killed and Injured Casualties,2020,15 - 17 years,Male,Other road users,Number,6
9849,All Killed and Injured Casualties,2020,15 - 17 years,Female,Pedestrians,Number,30
9850,All Killed and Injured Casualties,2020,15 - 17 years,Female,Pedal cyclists,Number,5
9851,All Killed and Injured Casualties,2020,15 - 17 years,Female,Motor cyclists,Number,0
9852,All Killed and Injured Casualties,2020,15 - 17 years,Female,All Car users,Number,47
9853,All Killed and Injured Casualties,2020,15 - 17 years,Female,Car drivers,Number,0
9854,All Killed and Injured Casualties,2020,15 - 17 years,Female,Car passengers,Number,47
9855,All Killed and Injured Casualties,2020,15 - 17 years,Female,Other road users,Number,3
9857,All Killed and Injured Casualties,2020,18 - 20 years,Male,Pedestrians,Number,15
9858,All Killed and Injured Casualties,2020,18 - 20 years,Male,Pedal cyclists,Number,32
9859,All Killed and Injured Casualties,2020,18 - 20 years,Male,Motor cyclists,Number,16
9860,All Killed and Injured Casualties,2020,18 - 20 years,Male,All Car users,Number,180
9861,All Killed and Injured Casualties,2020,18 - 20 years,Male,Car drivers,Number,90
9862,All Killed and Injured Casualties,2020,18 - 20 years,Male,Car passengers,Number,90
9863,All Killed and Injured Casualties,2020,18 - 20 years,Male,Other road users,Number,6
9865,All Killed and Injured Casualties,2020,18 - 20 years,Female,Pedestrians,Number,20
9866,All Killed and Injured Casualties,2020,18 - 20 years,Female,Pedal cyclists,Number,8
9867,All Killed and Injured Casualties,2020,18 - 20 years,Female,Motor cyclists,Number,2
9868,All Killed and Injured Casualties,2020,18 - 20 years,Female,All Car users,Number,106
9869,All Killed and Injured Casualties,2020,18 - 20 years,Female,Car drivers,Number,29
9870,All Killed and Injured Casualties,2020,18 - 20 years,Female,Car passengers,Number,77
9871,All Killed and Injured Casualties,2020,18 - 20 years,Female,Other road users,Number,2
9873,All Killed and Injured Casualties,2020,21 - 24 years,Male,Pedestrians,Number,28
9874,All Killed and Injured Casualties,2020,21 - 24 years,Male,Pedal cyclists,Number,45
9875,All Killed and Injured Casualties,2020,21 - 24 years,Male,Motor cyclists,Number,36
9876,All Killed and Injured Casualties,2020,21 - 24 years,Male,All Car users,Number,156
9877,All Killed and Injured Casualties,2020,21 - 24 years,Male,Car drivers,Number,108
9878,All Killed and Injured Casualties,2020,21 - 24 years,Male,Car passengers,Number,48
9879,All Killed and Injured Casualties,2020,21 - 24 years,Male,Other road users,Number,21
9881,All Killed and Injured Casualties,2020,21 - 24 years,Female,Pedestrians,Number,22
9882,All Killed and Injured Casualties,2020,21 - 24 years,Female,Pedal cyclists,Number,30
9883,All Killed and Injured Casualties,2020,21 - 24 years,Female,Motor cyclists,Number,3
9884,All Killed and Injured Casualties,2020,21 - 24 years,Female,All Car users,Number,121
9885,All Killed and Injured Casualties,2020,21 - 24 years,Female,Car drivers,Number,66
9886,All Killed and Injured Casualties,2020,21 - 24 years,Female,Car passengers,Number,55
9887,All Killed and Injured Casualties,2020,21 - 24 years,Female,Other road users,Number,7
9889,All Killed and Injured Casualties,2020,25 - 34 years,Male,Pedestrians,Number,75
9890,All Killed and Injured Casualties,2020,25 - 34 years,Male,Pedal cyclists,Number,135
9891,All Killed and Injured Casualties,2020,25 - 34 years,Male,Motor cyclists,Number,65
9892,All Killed and Injured Casualties,2020,25 - 34 years,Male,All Car users,Number,360
9893,All Killed and Injured Casualties,2020,25 - 34 years,Male,Car drivers,Number,269
9894,All Killed and Injured Casualties,2020,25 - 34 years,Male,Car passengers,Number,91
9895,All Killed and Injured Casualties,2020,25 - 34 years,Male,Other road users,Number,85
9897,All Killed and Injured Casualties,2020,25 - 34 years,Female,Pedestrians,Number,53
9898,All Killed and Injured Casualties,2020,25 - 34 years,Female,Pedal cyclists,Number,56
9899,All Killed and Injured Casualties,2020,25 - 34 years,Female,Motor cyclists,Number,7
9900,All Killed and Injured Casualties,2020,25 - 34 years,Female,All Car users,Number,297
9901,All Killed and Injured Casualties,2020,25 - 34 years,Female,Car drivers,Number,203
9902,All Killed and Injured Casualties,2020,25 - 34 years,Female,Car passengers,Number,94
9903,All Killed and Injured Casualties,2020,25 - 34 years,Female,Other road users,Number,15
9905,All Killed and Injured Casualties,2020,35 - 44 years,Male,Pedestrians,Number,64
9906,All Killed and Injured Casualties,2020,35 - 44 years,Male,Pedal cyclists,Number,127
9907,All Killed and Injured Casualties,2020,35 - 44 years,Male,Motor cyclists,Number,69
9908,All Killed and Injured Casualties,2020,35 - 44 years,Male,All Car users,Number,284
9909,All Killed and Injured Casualties,2020,35 - 44 years,Male,Car drivers,Number,245
9910,All Killed and Injured Casualties,2020,35 - 44 years,Male,Car passengers,Number,39
9911,All Killed and Injured Casualties,2020,35 - 44 years,Male,Other road users,Number,107
9913,All Killed and Injured Casualties,2020,35 - 44 years,Female,Pedestrians,Number,43
9914,All Killed and Injured Casualties,2020,35 - 44 years,Female,Pedal cyclists,Number,42
9915,All Killed and Injured Casualties,2020,35 - 44 years,Female,Motor cyclists,Number,5
9916,All Killed and Injured Casualties,2020,35 - 44 years,Female,All Car users,Number,295
9917,All Killed and Injured Casualties,2020,35 - 44 years,Female,Car drivers,Number,220
9918,All Killed and Injured Casualties,2020,35 - 44 years,Female,Car passengers,Number,75
9919,All Killed and Injured Casualties,2020,35 - 44 years,Female,Other road users,Number,12
9921,All Killed and Injured Casualties,2020,45 - 54 years,Male,Pedestrians,Number,49
9922,All Killed and Injured Casualties,2020,45 - 54 years,Male,Pedal cyclists,Number,140
9923,All Killed and Injured Casualties,2020,45 - 54 years,Male,Motor cyclists,Number,62
9924,All Killed and Injured Casualties,2020,45 - 54 years,Male,All Car users,Number,222
9925,All Killed and Injured Casualties,2020,45 - 54 years,Male,Car drivers,Number,201
9926,All Killed and Injured Casualties,2020,45 - 54 years,Male,Car passengers,Number,21
9927,All Killed and Injured Casualties,2020,45 - 54 years,Male,Other road users,Number,87
9929,All Killed and Injured Casualties,2020,45 - 54 years,Female,Pedestrians,Number,60
9930,All Killed and Injured Casualties,2020,45 - 54 years,Female,Pedal cyclists,Number,38
9931,All Killed and Injured Casualties,2020,45 - 54 years,Female,Motor cyclists,Number,4
9932,All Killed and Injured Casualties,2020,45 - 54 years,Female,All Car users,Number,236
9933,All Killed and Injured Casualties,2020,45 - 54 years,Female,Car drivers,Number,186
9934,All Killed and Injured Casualties,2020,45 - 54 years,Female,Car passengers,Number,50
9935,All Killed and Injured Casualties,2020,45 - 54 years,Female,Other road users,Number,8
9937,All Killed and Injured Casualties,2020,55 - 64 years,Male,Pedestrians,Number,37
9938,All Killed and Injured Casualties,2020,55 - 64 years,Male,Pedal cyclists,Number,83
9939,All Killed and Injured Casualties,2020,55 - 64 years,Male,Motor cyclists,Number,34
9940,All Killed and Injured Casualties,2020,55 - 64 years,Male,All Car users,Number,145
9941,All Killed and Injured Casualties,2020,55 - 64 years,Male,Car drivers,Number,123
9942,All Killed and Injured Casualties,2020,55 - 64 years,Male,Car passengers,Number,22
9943,All Killed and Injured Casualties,2020,55 - 64 years,Male,Other road users,Number,44
9945,All Killed and Injured Casualties,2020,55 - 64 years,Female,Pedestrians,Number,48
9946,All Killed and Injured Casualties,2020,55 - 64 years,Female,Pedal cyclists,Number,20
9947,All Killed and Injured Casualties,2020,55 - 64 years,Female,Motor cyclists,Number,3
9948,All Killed and Injured Casualties,2020,55 - 64 years,Female,All Car users,Number,135
9949,All Killed and Injured Casualties,2020,55 - 64 years,Female,Car drivers,Number,97
9950,All Killed and Injured Casualties,2020,55 - 64 years,Female,Car passengers,Number,38
9951,All Killed and Injured Casualties,2020,55 - 64 years,Female,Other road users,Number,7
9953,All Killed and Injured Casualties,2020,65 years and over,Male,Pedestrians,Number,49
9954,All Killed and Injured Casualties,2020,65 years and over,Male,Pedal cyclists,Number,40
9955,All Killed and Injured Casualties,2020,65 years and over,Male,Motor cyclists,Number,6
9956,All Killed and Injured Casualties,2020,65 years and over,Male,All Car users,Number,163
9957,All Killed and Injured Casualties,2020,65 years and over,Male,Car drivers,Number,147
9958,All Killed and Injured Casualties,2020,65 years and over,Male,Car passengers,Number,16
9959,All Killed and Injured Casualties,2020,65 years and over,Male,Other road users,Number,43
9961,All Killed and Injured Casualties,2020,65 years and over,Female,Pedestrians,Number,67
9962,All Killed and Injured Casualties,2020,65 years and over,Female,Pedal cyclists,Number,11
9963,All Killed and Injured Casualties,2020,65 years and over,Female,Motor cyclists,Number,0
9964,All Killed and Injured Casualties,2020,65 years and over,Female,All Car users,Number,160
9965,All Killed and Injured Casualties,2020,65 years and over,Female,Car drivers,Number,102
9966,All Killed and Injured Casualties,2020,65 years and over,Female,Car passengers,Number,58
9967,All Killed and Injured Casualties,2020,65 years and over,Female,Other road users,Number,6
