,Statistic,Year,Age Group,Sex,Road User Type,UNIT,VALUE
9063,All Killed and Injured Casualties,2018,25 - 34 years,Male,Other road users,Number,120
9065,All Killed and Injured Casualties,2018,25 - 34 years,Female,Pedestrians,Number,88
9066,All Killed and Injured Casualties,2018,25 - 34 years,Female,Pedal cyclists,Number,87
9067,All Killed and Injured Casualties,2018,25 - 34 years,Female,Motor cyclists,Number,9
9069,All Killed and Injured Casualties,2018,25 - 34 years,Female,Car drivers,Number,345
9070,All Killed and Injured Casualties,2018,25 - 34 years,Female,Car passengers,Number,143
9071,All Killed and Injured Casualties,2018,25 - 34 years,Female,Other road users,Number,24
9073,All Killed and Injured Casualties,2018,35 - 44 years,Male,Pedestrians,Number,75
9074,All Killed and Injured Casualties,2018,35 - 44 years,Male,Pedal cyclists,Number,203
9075,All Killed and Injured Casualties,2018,35 - 44 years,Male,Motor cyclists,Number,94
9077,All Killed and Injured Casualties,2018,35 - 44 years,Male,Car drivers,Number,346
9078,All Killed and Injured Casualties,2018,35 - 44 years,Male,Car passengers,Number,63
9079,All Killed and Injured Casualties,2018,35 - 44 years,Male,Other road users,Number,120
9081,All Killed and Injured Casualties,2018,35 - 44 years,Female,Pedestrians,Number,62
9082,All Killed and Injured Casualties,2018,35 - 44 years,Female,Pedal cyclists,Number,57
9083,All Killed and Injured Casualties,2018,35 - 44 years,Female,Motor cyclists,Number,7
9085,All Killed and Injured Casualties,2018,35 - 44 years,Female,Car drivers,Number,353
9086,All Killed and Injured Casualties,2018,35 - 44 years,Female,Car passengers,Number,106
9087,All Killed and Injured Casualties,2018,35 - 44 years,Female,Other road users,Number,26
9089,All Killed and Injured Casualties,2018,45 - 54 years,Male,Pedestrians,Number,74
9090,All Killed and Injured Casualties,2018,45 - 54 years,Male,Pedal cyclists,Number,132
9091,All Killed and Injured Casualties,2018,45 - 54 years,Male,Motor cyclists,Number,77
9093,All Killed and Injured Casualties,2018,45 - 54 years,Male,Car drivers,Number,287
9094,All Killed and Injured Casualties,2018,45 - 54 years,Male,Car passengers,Number,29
9095,All Killed and Injured Casualties,2018,45 - 54 years,Male,Other road users,Number,99
9097,All Killed and Injured Casualties,2018,45 - 54 years,Female,Pedestrians,Number,59
9098,All Killed and Injured Casualties,2018,45 - 54 years,Female,Pedal cyclists,Number,28
9099,All Killed and Injured Casualties,2018,45 - 54 years,Female,Motor cyclists,Number,10
9101,All Killed and Injured Casualties,2018,45 - 54 years,Female,Car drivers,Number,293
9102,All Killed and Injured Casualties,2018,45 - 54 years,Female,Car passengers,Number,78
9103,All Killed and Injured Casualties,2018,45 - 54 years,Female,Other road users,Number,14
9105,All Killed and Injured Casualties,2018,55 - 64 years,Male,Pedestrians,Number,57
9106,All Killed and Injured Casualties,2018,55 - 64 years,Male,Pedal cyclists,Number,82
9107,All Killed and Injured Casualties,2018,55 - 64 years,Male,Motor cyclists,Number,49
9109,All Killed and Injured Casualties,2018,55 - 64 years,Male,Car drivers,Number,201
9110,All Killed and Injured Casualties,2018,55 - 64 years,Male,Car passengers,Number,21
9111,All Killed and Injured Casualties,2018,55 - 64 years,Male,Other road users,Number,77
9113,All Killed and Injured Casualties,2018,55 - 64 years,Female,Pedestrians,Number,50
9114,All Killed and Injured Casualties,2018,55 - 64 years,Female,Pedal cyclists,Number,22
9115,All Killed and Injured Casualties,2018,55 - 64 years,Female,Motor cyclists,Number,3
9117,All Killed and Injured Casualties,2018,55 - 64 years,Female,Car drivers,Number,181
9118,All Killed and Injured Casualties,2018,55 - 64 years,Female,Car passengers,Number,72
9119,All Killed and Injured Casualties,2018,55 - 64 years,Female,Other road users,Number,20
9121,All Killed and Injured Casualties,2018,65 years and over,Male,Pedestrians,Number,97
9122,All Killed and Injured Casualties,2018,65 years and over,Male,Pedal cyclists,Number,37
9123,All Killed and Injured Casualties,2018,65 years and over,Male,Motor cyclists,Number,17
9125,All Killed and Injured Casualties,2018,65 years and over,Male,Car drivers,Number,213
9126,All Killed and Injured Casualties,2018,65 years and over,Male,Car passengers,Number,28
9127,All Killed and Injured Casualties,2018,65 years and over,Male,Other road users,Number,40
9129,All Killed and Injured Casualties,2018,65 years and over,Female,Pedestrians,Number,98
9130,All Killed and Injured Casualties,2018,65 years and over,Female,Pedal cyclists,Number,8
9131,All Killed and Injured Casualties,2018,65 years and over,Female,Motor cyclists,Number,3
9133,All Killed and Injured Casualties,2018,65 years and over,Female,Car drivers,Number,187
9134,All Killed and Injured Casualties,2018,65 years and over,Female,Car passengers,Number,115
9135,All Killed and Injured Casualties,2018,65 years and over,Female,Other road users,Number,22
9137,All Killed and Injured Casualties,2018,Age unknown,Male,Pedestrians,Number,3
9138,All Killed and Injured Casualties,2018,Age unknown,Male,Pedal cyclists,Number,2
9139,All Killed and Injured Casualties,2018,Age unknown,Male,Motor cyclists,Number,0
9141,All Killed and Injured Casualties,2018,Age unknown,Male,Car drivers,Number,1
9142,All Killed and Injured Casualties,2018,Age unknown,Male,Car passengers,Number,1
9143,All Killed and Injured Casualties,2018,Age unknown,Male,Other road users,Number,0
9145,All Killed and Injured Casualties,2018,Age unknown,Female,Pedestrians,Number,1
9146,All Killed and Injured Casualties,2018,Age unknown,Female,Pedal cyclists,Number,0
9147,All Killed and Injured Casualties,2018,Age unknown,Female,Motor cyclists,Number,0
9149,All Killed and Injured Casualties,2018,Age unknown,Female,Car drivers,Number,0
9150,All Killed and Injured Casualties,2018,Age unknown,Female,Car passengers,Number,0
9151,All Killed and Injured Casualties,2018,Age unknown,Female,Other road users,Number,0
9153,All Killed and Injured Casualties,2019,All ages,Male,Pedestrians,Number,587
9154,All Killed and Injured Casualties,2019,All ages,Male,Pedal cyclists,Number,879
9155,All Killed and Injured Casualties,2019,All ages,Male,Motor cyclists,Number,419
9157,All Killed and Injured Casualties,2019,All ages,Male,Car drivers,Number,1519
9158,All Killed and Injured Casualties,2019,All ages,Male,Car passengers,Number,633
9159,All Killed and Injured Casualties,2019,All ages,Male,Other road users,Number,498
9161,All Killed and Injured Casualties,2019,All ages,Female,Pedestrians,Number,520
9162,All Killed and Injured Casualties,2019,All ages,Female,Pedal cyclists,Number,254
9163,All Killed and Injured Casualties,2019,All ages,Female,Motor cyclists,Number,44
9165,All Killed and Injured Casualties,2019,All ages,Female,Car drivers,Number,1373
9166,All Killed and Injured Casualties,2019,All ages,Female,Car passengers,Number,830
9167,All Killed and Injured Casualties,2019,All ages,Female,Other road users,Number,138
9169,All Killed and Injured Casualties,2019,0 - 5 years,Male,Pedestrians,Number,21
9170,All Killed and Injured Casualties,2019,0 - 5 years,Male,Pedal cyclists,Number,5
9171,All Killed and Injured Casualties,2019,0 - 5 years,Male,Motor cyclists,Number,0
9173,All Killed and Injured Casualties,2019,0 - 5 years,Male,Car drivers,Number,0
9174,All Killed and Injured Casualties,2019,0 - 5 years,Male,Car passengers,Number,61
9175,All Killed and Injured Casualties,2019,0 - 5 years,Male,Other road users,Number,5
9177,All Killed and Injured Casualties,2019,0 - 5 years,Female,Pedestrians,Number,24
9178,All Killed and Injured Casualties,2019,0 - 5 years,Female,Pedal cyclists,Number,1
9179,All Killed and Injured Casualties,2019,0 - 5 years,Female,Motor cyclists,Number,0
9181,All Killed and Injured Casualties,2019,0 - 5 years,Female,Car drivers,Number,0
9182,All Killed and Injured Casualties,2019,0 - 5 years,Female,Car passengers,Number,55
9183,All Killed and Injured Casualties,2019,0 - 5 years,Female,Other road users,Number,2
9185,All Killed and Injured Casualties,2019,6 - 9 years,Male,Pedestrians,Number,33
9186,All Killed and Injured Casualties,2019,6 - 9 years,Male,Pedal cyclists,Number,10
9187,All Killed and Injured Casualties,2019,6 - 9 years,Male,Motor cyclists,Number,0
9189,All Killed and Injured Casualties,2019,6 - 9 years,Male,Car drivers,Number,0
9190,All Killed and Injured Casualties,2019,6 - 9 years,Male,Car passengers,Number,52
9191,All Killed and Injured Casualties,2019,6 - 9 years,Male,Other road users,Number,7
9193,All Killed and Injured Casualties,2019,6 - 9 years,Female,Pedestrians,Number,11
9194,All Killed and Injured Casualties,2019,6 - 9 years,Female,Pedal cyclists,Number,3
9195,All Killed and Injured Casualties,2019,6 - 9 years,Female,Motor cyclists,Number,0
9197,All Killed and Injured Casualties,2019,6 - 9 years,Female,Car drivers,Number,0
9198,All Killed and Injured Casualties,2019,6 - 9 years,Female,Car passengers,Number,43
9199,All Killed and Injured Casualties,2019,6 - 9 years,Female,Other road users,Number,4
9201,All Killed and Injured Casualties,2019,10 - 14 years,Male,Pedestrians,Number,62
9202,All Killed and Injured Casualties,2019,10 - 14 years,Male,Pedal cyclists,Number,65
9203,All Killed and Injured Casualties,2019,10 - 14 years,Male,Motor cyclists,Number,1
9205,All Killed and Injured Casualties,2019,10 - 14 years,Male,Car drivers,Number,0
9206,All Killed and Injured Casualties,2019,10 - 14 years,Male,Car passengers,Number,57
9207,All Killed and Injured Casualties,2019,10 - 14 years,Male,Other road users,Number,11
9209,All Killed and Injured Casualties,2019,10 - 14 years,Female,Pedestrians,Number,45
9210,All Killed and Injured Casualties,2019,10 - 14 years,Female,Pedal cyclists,Number,8
9211,All Killed and Injured Casualties,2019,10 - 14 years,Female,Motor cyclists,Number,0
9213,All Killed and Injured Casualties,2019,10 - 14 years,Female,Car drivers,Number,0
9214,All Killed and Injured Casualties,2019,10 - 14 years,Female,Car passengers,Number,71
9215,All Killed and Injured Casualties,2019,10 - 14 years,Female,Other road users,Number,10
9217,All Killed and Injured Casualties,2019,15 - 17 years,Male,Pedestrians,Number,36
9218,All Killed and Injured Casualties,2019,15 - 17 years,Male,Pedal cyclists,Number,37
9219,All Killed and Injured Casualties,2019,15 - 17 years,Male,Motor cyclists,Number,18
9221,All Killed and Injured Casualties,2019,15 - 17 years,Male,Car drivers,Number,8
9222,All Killed and Injured Casualties,2019,15 - 17 years,Male,Car passengers,Number,60
9223,All Killed and Injured Casualties,2019,15 - 17 years,Male,Other road users,Number,12
9225,All Killed and Injured Casualties,2019,15 - 17 years,Female,Pedestrians,Number,25
9226,All Killed and Injured Casualties,2019,15 - 17 years,Female,Pedal cyclists,Number,2
9227,All Killed and Injured Casualties,2019,15 - 17 years,Female,Motor cyclists,Number,2
9229,All Killed and Injured Casualties,2019,15 - 17 years,Female,Car drivers,Number,1
9230,All Killed and Injured Casualties,2019,15 - 17 years,Female,Car passengers,Number,58
9231,All Killed and Injured Casualties,2019,15 - 17 years,Female,Other road users,Number,11
9233,All Killed and Injured Casualties,2019,18 - 20 years,Male,Pedestrians,Number,23
9234,All Killed and Injured Casualties,2019,18 - 20 years,Male,Pedal cyclists,Number,48
9235,All Killed and Injured Casualties,2019,18 - 20 years,Male,Motor cyclists,Number,28
9237,All Killed and Injured Casualties,2019,18 - 20 years,Male,Car drivers,Number,79
9238,All Killed and Injured Casualties,2019,18 - 20 years,Male,Car passengers,Number,72
9239,All Killed and Injured Casualties,2019,18 - 20 years,Male,Other road users,Number,18
9241,All Killed and Injured Casualties,2019,18 - 20 years,Female,Pedestrians,Number,28
9242,All Killed and Injured Casualties,2019,18 - 20 years,Female,Pedal cyclists,Number,6
9243,All Killed and Injured Casualties,2019,18 - 20 years,Female,Motor cyclists,Number,1
9245,All Killed and Injured Casualties,2019,18 - 20 years,Female,Car drivers,Number,31
9246,All Killed and Injured Casualties,2019,18 - 20 years,Female,Car passengers,Number,79
9247,All Killed and Injured Casualties,2019,18 - 20 years,Female,Other road users,Number,7
9249,All Killed and Injured Casualties,2019,21 - 24 years,Male,Pedestrians,Number,33
9250,All Killed and Injured Casualties,2019,21 - 24 years,Male,Pedal cyclists,Number,67
9251,All Killed and Injured Casualties,2019,21 - 24 years,Male,Motor cyclists,Number,35
9253,All Killed and Injured Casualties,2019,21 - 24 years,Male,Car drivers,Number,161
9254,All Killed and Injured Casualties,2019,21 - 24 years,Male,Car passengers,Number,88
9255,All Killed and Injured Casualties,2019,21 - 24 years,Male,Other road users,Number,25
9257,All Killed and Injured Casualties,2019,21 - 24 years,Female,Pedestrians,Number,46
9258,All Killed and Injured Casualties,2019,21 - 24 years,Female,Pedal cyclists,Number,32
9259,All Killed and Injured Casualties,2019,21 - 24 years,Female,Motor cyclists,Number,3
9261,All Killed and Injured Casualties,2019,21 - 24 years,Female,Car drivers,Number,98
9262,All Killed and Injured Casualties,2019,21 - 24 years,Female,Car passengers,Number,54
9263,All Killed and Injured Casualties,2019,21 - 24 years,Female,Other road users,Number,11
9265,All Killed and Injured Casualties,2019,25 - 34 years,Male,Pedestrians,Number,88
9266,All Killed and Injured Casualties,2019,25 - 34 years,Male,Pedal cyclists,Number,187
9267,All Killed and Injured Casualties,2019,25 - 34 years,Male,Motor cyclists,Number,114
9269,All Killed and Injured Casualties,2019,25 - 34 years,Male,Car drivers,Number,327
9270,All Killed and Injured Casualties,2019,25 - 34 years,Male,Car passengers,Number,98
9271,All Killed and Injured Casualties,2019,25 - 34 years,Male,Other road users,Number,100
9273,All Killed and Injured Casualties,2019,25 - 34 years,Female,Pedestrians,Number,61
9274,All Killed and Injured Casualties,2019,25 - 34 years,Female,Pedal cyclists,Number,80
9275,All Killed and Injured Casualties,2019,25 - 34 years,Female,Motor cyclists,Number,15
9277,All Killed and Injured Casualties,2019,25 - 34 years,Female,Car drivers,Number,315
9278,All Killed and Injured Casualties,2019,25 - 34 years,Female,Car passengers,Number,131
9279,All Killed and Injured Casualties,2019,25 - 34 years,Female,Other road users,Number,22
9281,All Killed and Injured Casualties,2019,35 - 44 years,Male,Pedestrians,Number,90
9282,All Killed and Injured Casualties,2019,35 - 44 years,Male,Pedal cyclists,Number,202
9283,All Killed and Injured Casualties,2019,35 - 44 years,Male,Motor cyclists,Number,87
9285,All Killed and Injured Casualties,2019,35 - 44 years,Male,Car drivers,Number,319
9286,All Killed and Injured Casualties,2019,35 - 44 years,Male,Car passengers,Number,59
9287,All Killed and Injured Casualties,2019,35 - 44 years,Male,Other road users,Number,123
